nameWithOwner,npm_pkg,state,updated_version,updated_hash,updated_coverage_lines_total,updated_coverage_lines_covered,updated_coverage_lines_skipped,updated_coverage_lines_pct,updated_coverage_statements_total,updated_coverage_statements_covered,updated_coverage_statements_skipped,updated_coverage_statements_pct,updated_tests,prev_version,prev_hash,prev_coverage_lines_total,prev_coverage_lines_covered,prev_coverage_lines_skipped,prev_coverage_lines_pct,prev_coverage_statements_total,prev_coverage_statements_covered,prev_coverage_statements_skipped,prev_coverage_statements_pct,prev_tests,stats_failure,stats_success,testCases_change,testCases_insert,testCases_delete,testCases_unchanged,isBreaking,updated_coverage,prev_coverage
sindresorhus/string-width,string-width,success,4.0.0,2ca2bc7443a6408feab185200ae55fd6333199c6,21,20,0,95.24,22,21,0,95.45,3,3.1.0,3b3da68dfea82e193f9d6deee77224cf8e5c3803,19,18,0,94.74,20,19,0,95,3,0,23,0,0,0,3,false,,
sindresorhus/string-width,string-width,success,4.1.0,272fccd2b2f90d74e0ab45299d109644bbc1751b,21,20,0,95.24,22,21,0,95.45,3,4.0.0,2ca2bc7443a6408feab185200ae55fd6333199c6,21,20,0,95.24,22,21,0,95.45,3,0,23,0,0,0,3,false,,
sindresorhus/string-width,string-width,success,3.0.0,58147d249083e44c15c00f9de032d1f25e2039fe,19,18,0,94.74,20,19,0,95,3,2.1.1,74d8d552b465692790c41169b123409669d41079,,,,,,,,,3,0,23,3,0,0,0,true,,
sindresorhus/string-width,string-width,success,3.0.0,58147d249083e44c15c00f9de032d1f25e2039fe,19,18,0,94.74,20,19,0,95,3,2.1.1,74d8d552b465692790c41169b123409669d41079,,,,,,,,,3,0,23,3,0,0,0,true,,
sindresorhus/string-width,string-width,success,3.0.0,58147d249083e44c15c00f9de032d1f25e2039fe,19,18,0,94.74,20,19,0,95,3,2.1.1,74d8d552b465692790c41169b123409669d41079,,,,,,,,,3,0,23,3,0,0,0,true,,
sindresorhus/string-width,string-width,success,3.0.0,58147d249083e44c15c00f9de032d1f25e2039fe,19,18,0,94.74,20,19,0,95,3,2.1.1,74d8d552b465692790c41169b123409669d41079,,,,,,,,,3,0,23,3,0,0,0,true,,
sindresorhus/string-width,string-width,success,3.0.0,58147d249083e44c15c00f9de032d1f25e2039fe,19,18,0,94.74,20,19,0,95,3,2.1.1,74d8d552b465692790c41169b123409669d41079,,,,,,,,,3,0,23,3,0,0,0,true,,
sindresorhus/string-width,string-width,success,3.0.0,58147d249083e44c15c00f9de032d1f25e2039fe,19,18,0,94.74,20,19,0,95,3,2.1.1,74d8d552b465692790c41169b123409669d41079,,,,,,,,,3,0,23,3,0,0,0,true,,
sindresorhus/string-width,string-width,success,3.0.0,58147d249083e44c15c00f9de032d1f25e2039fe,19,18,0,94.74,20,19,0,95,3,2.1.1,74d8d552b465692790c41169b123409669d41079,,,,,,,,,3,0,23,3,0,0,0,true,,
sindresorhus/string-width,string-width,success,3.0.0,58147d249083e44c15c00f9de032d1f25e2039fe,19,18,0,94.74,20,19,0,95,3,2.1.1,74d8d552b465692790c41169b123409669d41079,,,,,,,,,3,0,23,3,0,0,0,true,,
sindresorhus/strip-bom,strip-bom,success,4.0.0,9aef0f38ffefca91d3852c82cd6366e5d36d6dd1,6,5,0,83.33,6,5,0,83.33,2,3.0.0,8258d09a069a5d5eb3d787c1d5d29737df1c8bba,,,,,,,,,2,0,23,2,0,0,0,true,,
sindresorhus/strip-bom,strip-bom,failure,5.0.0,b80d7bc94e79b4744d92a2dc6328c91d9afe9775,0,0,0,Unknown,0,0,0,Unknown,2,4.0.0,9aef0f38ffefca91d3852c82cd6366e5d36d6dd1,6,5,0,83.33,6,5,0,83.33,2,20,3,2,0,0,0,true,,
sindresorhus/strip-bom,strip-bom,failure,3.0.0,8258d09a069a5d5eb3d787c1d5d29737df1c8bba,,,,,,,,,2,2.0.0,851b9c126dba9561cc14ef3dc2634dcc11df4d11,7,7,0,100,7,7,0,100,4,4,8,0,2,4,0,true,,
sindresorhus/strip-bom,strip-bom,failure,2.0.0,851b9c126dba9561cc14ef3dc2634dcc11df4d11,7,7,0,100,7,7,0,100,4,1.0.0,812aced6977857992e85a9e50ec6162328a3e1e4,12,12,0,100,12,12,0,100,6,1,6,0,0,2,4,true,,
substack/json-stable-stringify,json-stable-stringify,success,1.0.1,4a3ac9cc006a91e64901f8ebe78d23bf9fc9fbd0,53,47,0,88.68,63,55,0,87.3,24,1.0.0,f70d44441a4a4161796e779952312b35ec336442,52,46,0,88.46,62,54,0,87.1,23,0,21,0,1,0,23,false,,
substack/json-stable-stringify,json-stable-stringify,success,0.1.2,7da89fddfd8fcbe8911eb802dbcc26dec6c396f7,46,40,0,86.96,54,46,0,85.19,11,0.1.1,82b5eab6b7883b59c2e48e0806dab70537bae1ad,44,38,0,86.36,52,44,0,84.62,10,0,3,0,1,0,10,false,,
substack/json-stable-stringify,json-stable-stringify,success,0.1.3,9ad5deb9220c0254b2779ff43764f789978e9fdd,46,40,0,86.96,54,46,0,85.19,13,0.1.2,7da89fddfd8fcbe8911eb802dbcc26dec6c396f7,46,40,0,86.96,54,46,0,85.19,11,0,3,0,2,0,11,false,,
substack/json-stable-stringify,json-stable-stringify,success,1.0.0,f70d44441a4a4161796e779952312b35ec336442,52,46,0,88.46,62,54,0,87.1,23,0.1.3,9ad5deb9220c0254b2779ff43764f789978e9fdd,46,40,0,86.96,54,46,0,85.19,13,0,3,0,10,0,13,false,,
substack/json-stable-stringify,json-stable-stringify,success,1.0.1,4a3ac9cc006a91e64901f8ebe78d23bf9fc9fbd0,53,47,0,88.68,63,55,0,87.3,24,1.0.0,f70d44441a4a4161796e779952312b35ec336442,52,46,0,88.46,62,54,0,87.1,23,0,21,0,1,0,23,false,,
substack/json-stable-stringify,json-stable-stringify,success,1.0.1,4a3ac9cc006a91e64901f8ebe78d23bf9fc9fbd0,53,47,0,88.68,63,55,0,87.3,24,1.0.0,f70d44441a4a4161796e779952312b35ec336442,52,46,0,88.46,62,54,0,87.1,23,0,21,0,1,0,23,false,,
substack/json-stable-stringify,json-stable-stringify,success,1.0.1,4a3ac9cc006a91e64901f8ebe78d23bf9fc9fbd0,53,47,0,88.68,63,55,0,87.3,24,1.0.0,f70d44441a4a4161796e779952312b35ec336442,52,46,0,88.46,62,54,0,87.1,23,0,21,0,1,0,23,false,,
thlorenz/convert-source-map,convert-source-map,success,1.1.2,3e08e13e87d46f302621668de6d8163d73dd3ad1,0,0,0,Unknown,0,0,0,Unknown,21,1.1.1,727a2e2ebf3cd3b6c0238a0d3c6359b9058a4e3d,0,0,0,Unknown,0,0,0,Unknown,20,0,25,0,1,0,20,false,,
thlorenz/convert-source-map,convert-source-map,success,1.1.3,5b208c76f8fd0aaa6dcaeeb07abc83187cf513f5,0,0,0,Unknown,0,0,0,Unknown,21,1.1.2,3e08e13e87d46f302621668de6d8163d73dd3ad1,0,0,0,Unknown,0,0,0,Unknown,21,0,27,0,0,0,21,false,,
thlorenz/convert-source-map,convert-source-map,success,1.2.0,c840d5ab5a1cfa4c8eb902283cac3fb120a6f466,0,0,0,Unknown,0,0,0,Unknown,22,1.1.3,5b208c76f8fd0aaa6dcaeeb07abc83187cf513f5,0,0,0,Unknown,0,0,0,Unknown,21,0,28,0,1,0,21,false,,
thlorenz/convert-source-map,convert-source-map,success,1.3.0,5c47421526c0bce727ed158773a4e97b979b7d64,0,0,0,Unknown,0,0,0,Unknown,22,1.2.0,c840d5ab5a1cfa4c8eb902283cac3fb120a6f466,0,0,0,Unknown,0,0,0,Unknown,22,0,37,0,0,0,22,false,,
thlorenz/convert-source-map,convert-source-map,success,1.1.2,3e08e13e87d46f302621668de6d8163d73dd3ad1,0,0,0,Unknown,0,0,0,Unknown,21,1.1.1,727a2e2ebf3cd3b6c0238a0d3c6359b9058a4e3d,0,0,0,Unknown,0,0,0,Unknown,20,0,25,0,1,0,20,false,,
thlorenz/convert-source-map,convert-source-map,success,1.1.2,3e08e13e87d46f302621668de6d8163d73dd3ad1,0,0,0,Unknown,0,0,0,Unknown,21,1.1.1,727a2e2ebf3cd3b6c0238a0d3c6359b9058a4e3d,0,0,0,Unknown,0,0,0,Unknown,20,0,25,0,1,0,20,false,,
thlorenz/convert-source-map,convert-source-map,success,1.1.2,3e08e13e87d46f302621668de6d8163d73dd3ad1,0,0,0,Unknown,0,0,0,Unknown,21,1.1.1,727a2e2ebf3cd3b6c0238a0d3c6359b9058a4e3d,0,0,0,Unknown,0,0,0,Unknown,20,0,25,0,1,0,20,false,,
thlorenz/convert-source-map,convert-source-map,success,1.1.2,3e08e13e87d46f302621668de6d8163d73dd3ad1,0,0,0,Unknown,0,0,0,Unknown,21,1.1.1,727a2e2ebf3cd3b6c0238a0d3c6359b9058a4e3d,0,0,0,Unknown,0,0,0,Unknown,20,0,25,0,1,0,20,false,,
thlorenz/convert-source-map,convert-source-map,success,1.1.2,3e08e13e87d46f302621668de6d8163d73dd3ad1,0,0,0,Unknown,0,0,0,Unknown,21,1.1.1,727a2e2ebf3cd3b6c0238a0d3c6359b9058a4e3d,0,0,0,Unknown,0,0,0,Unknown,20,0,25,0,1,0,20,false,,
thlorenz/convert-source-map,convert-source-map,success,1.1.2,3e08e13e87d46f302621668de6d8163d73dd3ad1,0,0,0,Unknown,0,0,0,Unknown,21,1.1.1,727a2e2ebf3cd3b6c0238a0d3c6359b9058a4e3d,0,0,0,Unknown,0,0,0,Unknown,20,0,25,0,1,0,20,false,,
thlorenz/convert-source-map,convert-source-map,success,1.1.2,3e08e13e87d46f302621668de6d8163d73dd3ad1,0,0,0,Unknown,0,0,0,Unknown,21,1.1.1,727a2e2ebf3cd3b6c0238a0d3c6359b9058a4e3d,0,0,0,Unknown,0,0,0,Unknown,20,0,25,0,1,0,20,false,,
thlorenz/convert-source-map,convert-source-map,success,1.1.2,3e08e13e87d46f302621668de6d8163d73dd3ad1,0,0,0,Unknown,0,0,0,Unknown,21,1.1.1,727a2e2ebf3cd3b6c0238a0d3c6359b9058a4e3d,0,0,0,Unknown,0,0,0,Unknown,20,0,25,0,1,0,20,false,,
thlorenz/convert-source-map,convert-source-map,success,1.1.2,3e08e13e87d46f302621668de6d8163d73dd3ad1,0,0,0,Unknown,0,0,0,Unknown,21,1.1.1,727a2e2ebf3cd3b6c0238a0d3c6359b9058a4e3d,0,0,0,Unknown,0,0,0,Unknown,20,0,25,0,1,0,20,false,,
thlorenz/convert-source-map,convert-source-map,success,1.1.2,3e08e13e87d46f302621668de6d8163d73dd3ad1,0,0,0,Unknown,0,0,0,Unknown,21,1.1.1,727a2e2ebf3cd3b6c0238a0d3c6359b9058a4e3d,0,0,0,Unknown,0,0,0,Unknown,20,0,25,0,1,0,20,false,,
thlorenz/convert-source-map,convert-source-map,success,1.1.2,3e08e13e87d46f302621668de6d8163d73dd3ad1,0,0,0,Unknown,0,0,0,Unknown,21,1.1.1,727a2e2ebf3cd3b6c0238a0d3c6359b9058a4e3d,0,0,0,Unknown,0,0,0,Unknown,20,0,25,0,1,0,20,false,,
thlorenz/convert-source-map,convert-source-map,success,1.1.2,3e08e13e87d46f302621668de6d8163d73dd3ad1,0,0,0,Unknown,0,0,0,Unknown,21,1.1.1,727a2e2ebf3cd3b6c0238a0d3c6359b9058a4e3d,0,0,0,Unknown,0,0,0,Unknown,20,0,25,0,1,0,20,false,,
thlorenz/convert-source-map,convert-source-map,success,1.1.2,3e08e13e87d46f302621668de6d8163d73dd3ad1,0,0,0,Unknown,0,0,0,Unknown,21,1.1.1,727a2e2ebf3cd3b6c0238a0d3c6359b9058a4e3d,0,0,0,Unknown,0,0,0,Unknown,20,0,25,0,1,0,20,false,,
thlorenz/convert-source-map,convert-source-map,success,1.1.2,3e08e13e87d46f302621668de6d8163d73dd3ad1,0,0,0,Unknown,0,0,0,Unknown,21,1.1.1,727a2e2ebf3cd3b6c0238a0d3c6359b9058a4e3d,0,0,0,Unknown,0,0,0,Unknown,20,0,25,0,1,0,20,false,,
thlorenz/convert-source-map,convert-source-map,success,1.1.2,3e08e13e87d46f302621668de6d8163d73dd3ad1,0,0,0,Unknown,0,0,0,Unknown,21,1.1.1,727a2e2ebf3cd3b6c0238a0d3c6359b9058a4e3d,0,0,0,Unknown,0,0,0,Unknown,20,0,25,0,1,0,20,false,,
thlorenz/convert-source-map,convert-source-map,success,1.1.2,3e08e13e87d46f302621668de6d8163d73dd3ad1,0,0,0,Unknown,0,0,0,Unknown,21,1.1.1,727a2e2ebf3cd3b6c0238a0d3c6359b9058a4e3d,0,0,0,Unknown,0,0,0,Unknown,20,0,25,0,1,0,20,false,,
thlorenz/convert-source-map,convert-source-map,success,1.1.2,3e08e13e87d46f302621668de6d8163d73dd3ad1,0,0,0,Unknown,0,0,0,Unknown,21,1.1.1,727a2e2ebf3cd3b6c0238a0d3c6359b9058a4e3d,0,0,0,Unknown,0,0,0,Unknown,20,0,25,0,1,0,20,false,,
thlorenz/convert-source-map,convert-source-map,success,1.1.2,3e08e13e87d46f302621668de6d8163d73dd3ad1,0,0,0,Unknown,0,0,0,Unknown,21,1.1.1,727a2e2ebf3cd3b6c0238a0d3c6359b9058a4e3d,0,0,0,Unknown,0,0,0,Unknown,20,0,25,0,1,0,20,false,,
thlorenz/convert-source-map,convert-source-map,success,1.1.2,3e08e13e87d46f302621668de6d8163d73dd3ad1,0,0,0,Unknown,0,0,0,Unknown,21,1.1.1,727a2e2ebf3cd3b6c0238a0d3c6359b9058a4e3d,0,0,0,Unknown,0,0,0,Unknown,20,0,25,0,1,0,20,false,,
thlorenz/convert-source-map,convert-source-map,success,1.1.2,3e08e13e87d46f302621668de6d8163d73dd3ad1,0,0,0,Unknown,0,0,0,Unknown,21,1.1.1,727a2e2ebf3cd3b6c0238a0d3c6359b9058a4e3d,0,0,0,Unknown,0,0,0,Unknown,20,0,25,0,1,0,20,false,,
thlorenz/convert-source-map,convert-source-map,success,1.1.2,3e08e13e87d46f302621668de6d8163d73dd3ad1,0,0,0,Unknown,0,0,0,Unknown,21,1.1.1,727a2e2ebf3cd3b6c0238a0d3c6359b9058a4e3d,0,0,0,Unknown,0,0,0,Unknown,20,0,25,0,1,0,20,false,,
troygoode/node-require-directory,require-directory,success,1.0.1,7a5c2c98d91d2350c024fa359ead28c2dd622396,,,,,,,,,4,1.0.0,dcbc8c1b31361e086b2d176bd8f61d334534bbc2,,,,,,,,,4,0,1,0,0,0,4,false,,
troygoode/node-require-directory,require-directory,success,1.0.2,c11c80991d1edd66cdbbfecf0d11906281210432,,,,,,,,,4,1.0.1,7a5c2c98d91d2350c024fa359ead28c2dd622396,,,,,,,,,4,0,1,1,0,0,3,true,,
troygoode/node-require-directory,require-directory,success,1.1.0,f3e50bd0416c11cb711e1a3e8d2a96e90f10befa,,,,,,,,,5,1.0.2,c11c80991d1edd66cdbbfecf0d11906281210432,,,,,,,,,4,0,1,0,1,0,4,false,,
troygoode/node-require-directory,require-directory,success,1.1.1,f3882ffa8fddb2d687d5223a2bbea84cab88a9d7,,,,,,,,,5,1.1.0,f3e50bd0416c11cb711e1a3e8d2a96e90f10befa,,,,,,,,,5,0,1,1,0,0,4,true,,
troygoode/node-require-directory,require-directory,success,1.0.1,7a5c2c98d91d2350c024fa359ead28c2dd622396,,,,,,,,,4,1.0.0,dcbc8c1b31361e086b2d176bd8f61d334534bbc2,,,,,,,,,4,0,1,0,0,0,4,false,,
troygoode/node-require-directory,require-directory,success,1.0.1,7a5c2c98d91d2350c024fa359ead28c2dd622396,,,,,,,,,4,1.0.0,dcbc8c1b31361e086b2d176bd8f61d334534bbc2,,,,,,,,,4,0,1,0,0,0,4,false,,
troygoode/node-require-directory,require-directory,success,1.0.1,7a5c2c98d91d2350c024fa359ead28c2dd622396,,,,,,,,,4,1.0.0,dcbc8c1b31361e086b2d176bd8f61d334534bbc2,,,,,,,,,4,0,1,0,0,0,4,false,,
troygoode/node-require-directory,require-directory,success,1.0.1,7a5c2c98d91d2350c024fa359ead28c2dd622396,,,,,,,,,4,1.0.0,dcbc8c1b31361e086b2d176bd8f61d334534bbc2,,,,,,,,,4,0,1,0,0,0,4,false,,
visionmedia/bytes.js,bytes,failure,2.0.0,dca2529c45f365f432ec8da03d4a31bde98114c5,54,54,0,100,54,54,0,100,20,1.0.0,14223f60e998ef0cdfbba25914dfeda88bb6cef2,0,0,0,Unknown,0,0,0,Unknown,11,2,5,0,20,11,0,true,,
visionmedia/bytes.js,bytes,success,3.0.0,25d4cb488aea3b637448a85fa297d9e65b4b4e04,49,49,0,100,49,49,0,100,26,2.5.0,a4b9af2bf289175f12b3538eb172f2489844b1ec,50,50,0,100,51,50,0,98.04,26,0,35,4,1,1,21,true,,
visionmedia/bytes.js,bytes,success,3.1.0,49ac709cb210af60e35957c069bb2cd07f335cfd,51,51,0,100,51,51,0,100,28,3.0.0,25d4cb488aea3b637448a85fa297d9e65b4b4e04,49,49,0,100,49,49,0,100,26,0,44,3,6,4,19,true,,
visionmedia/bytes.js,bytes,success,2.5.0,a4b9af2bf289175f12b3538eb172f2489844b1ec,50,50,0,100,51,50,0,98.04,26,2.4.0,2a598442bdfa796df8d01a96cc54495cda550e70,48,47,0,97.92,49,47,0,95.92,25,0,30,1,1,0,24,true,,
visionmedia/bytes.js,bytes,failure,2.0.0,dca2529c45f365f432ec8da03d4a31bde98114c5,54,54,0,100,54,54,0,100,20,1.0.0,14223f60e998ef0cdfbba25914dfeda88bb6cef2,0,0,0,Unknown,0,0,0,Unknown,11,2,5,0,20,11,0,true,,
visionmedia/bytes.js,bytes,failure,2.0.0,dca2529c45f365f432ec8da03d4a31bde98114c5,54,54,0,100,54,54,0,100,20,1.0.0,14223f60e998ef0cdfbba25914dfeda88bb6cef2,0,0,0,Unknown,0,0,0,Unknown,11,2,5,0,20,11,0,true,,
visionmedia/bytes.js,bytes,failure,2.0.0,dca2529c45f365f432ec8da03d4a31bde98114c5,54,54,0,100,54,54,0,100,20,1.0.0,14223f60e998ef0cdfbba25914dfeda88bb6cef2,0,0,0,Unknown,0,0,0,Unknown,11,2,5,0,20,11,0,true,,
visionmedia/bytes.js,bytes,failure,2.0.0,dca2529c45f365f432ec8da03d4a31bde98114c5,54,54,0,100,54,54,0,100,20,1.0.0,14223f60e998ef0cdfbba25914dfeda88bb6cef2,0,0,0,Unknown,0,0,0,Unknown,11,2,5,0,20,11,0,true,,
visionmedia/bytes.js,bytes,failure,2.0.0,dca2529c45f365f432ec8da03d4a31bde98114c5,54,54,0,100,54,54,0,100,20,1.0.0,14223f60e998ef0cdfbba25914dfeda88bb6cef2,0,0,0,Unknown,0,0,0,Unknown,11,2,5,0,20,11,0,true,,
visionmedia/bytes.js,bytes,failure,2.0.0,dca2529c45f365f432ec8da03d4a31bde98114c5,54,54,0,100,54,54,0,100,20,1.0.0,14223f60e998ef0cdfbba25914dfeda88bb6cef2,0,0,0,Unknown,0,0,0,Unknown,11,2,5,0,20,11,0,true,,
visionmedia/bytes.js,bytes,failure,2.0.0,dca2529c45f365f432ec8da03d4a31bde98114c5,54,54,0,100,54,54,0,100,20,1.0.0,14223f60e998ef0cdfbba25914dfeda88bb6cef2,0,0,0,Unknown,0,0,0,Unknown,11,2,5,0,20,11,0,true,,
visionmedia/bytes.js,bytes,failure,2.0.0,dca2529c45f365f432ec8da03d4a31bde98114c5,54,54,0,100,54,54,0,100,20,1.0.0,14223f60e998ef0cdfbba25914dfeda88bb6cef2,0,0,0,Unknown,0,0,0,Unknown,11,2,5,0,20,11,0,true,,
yahoo/serialize-javascript,serialize-javascript,success,1.2.0,c5b0b9379ebbc317f33fee29e770a32ce58fbb6b,7,7,0,100,82,81,0,98.78,26,1.1.2,e08289e667ab9a146b5dbabc3c0c3f31095549a3,7,7,0,100,82,81,0,98.78,26,0,1,0,0,0,26,false,,
yahoo/serialize-javascript,serialize-javascript,success,1.3.0,457a4c6a04859fddea8dd4ae8422f73ade9da72e,7,7,0,100,110,109,0,99.09,30,1.2.0,c5b0b9379ebbc317f33fee29e770a32ce58fbb6b,7,7,0,100,82,81,0,98.78,26,0,2,0,4,0,26,false,,
yahoo/serialize-javascript,serialize-javascript,success,1.4.0,72c6b4d623ef36f15278c7e567e30447c409d357,7,7,0,100,122,121,0,99.18,33,1.3.0,457a4c6a04859fddea8dd4ae8422f73ade9da72e,7,7,0,100,110,109,0,99.09,30,0,11,1,3,0,29,true,,
yahoo/serialize-javascript,serialize-javascript,success,1.5.0,1812f25c6267c2f8e7e18639513f27e68e5b648f,7,7,0,100,126,125,0,99.21,34,1.4.0,72c6b4d623ef36f15278c7e567e30447c409d357,7,7,0,100,122,121,0,99.18,33,0,16,0,1,0,33,false,,
yahoo/serialize-javascript,serialize-javascript,success,1.2.0,c5b0b9379ebbc317f33fee29e770a32ce58fbb6b,7,7,0,100,82,81,0,98.78,26,1.1.2,e08289e667ab9a146b5dbabc3c0c3f31095549a3,7,7,0,100,82,81,0,98.78,26,0,1,0,0,0,26,false,,
yahoo/serialize-javascript,serialize-javascript,success,1.2.0,c5b0b9379ebbc317f33fee29e770a32ce58fbb6b,7,7,0,100,82,81,0,98.78,26,1.1.2,e08289e667ab9a146b5dbabc3c0c3f31095549a3,7,7,0,100,82,81,0,98.78,26,0,1,0,0,0,26,false,,
yahoo/serialize-javascript,serialize-javascript,success,1.2.0,c5b0b9379ebbc317f33fee29e770a32ce58fbb6b,7,7,0,100,82,81,0,98.78,26,1.1.2,e08289e667ab9a146b5dbabc3c0c3f31095549a3,7,7,0,100,82,81,0,98.78,26,0,1,0,0,0,26,false,,
yahoo/serialize-javascript,serialize-javascript,success,1.2.0,c5b0b9379ebbc317f33fee29e770a32ce58fbb6b,7,7,0,100,82,81,0,98.78,26,1.1.2,e08289e667ab9a146b5dbabc3c0c3f31095549a3,7,7,0,100,82,81,0,98.78,26,0,1,0,0,0,26,false,,
yahoo/serialize-javascript,serialize-javascript,success,1.2.0,c5b0b9379ebbc317f33fee29e770a32ce58fbb6b,7,7,0,100,82,81,0,98.78,26,1.1.2,e08289e667ab9a146b5dbabc3c0c3f31095549a3,7,7,0,100,82,81,0,98.78,26,0,1,0,0,0,26,false,,
yahoo/serialize-javascript,serialize-javascript,success,1.2.0,c5b0b9379ebbc317f33fee29e770a32ce58fbb6b,7,7,0,100,82,81,0,98.78,26,1.1.2,e08289e667ab9a146b5dbabc3c0c3f31095549a3,7,7,0,100,82,81,0,98.78,26,0,1,0,0,0,26,false,,
yahoo/serialize-javascript,serialize-javascript,success,1.2.0,c5b0b9379ebbc317f33fee29e770a32ce58fbb6b,7,7,0,100,82,81,0,98.78,26,1.1.2,e08289e667ab9a146b5dbabc3c0c3f31095549a3,7,7,0,100,82,81,0,98.78,26,0,1,0,0,0,26,false,,
yahoo/serialize-javascript,serialize-javascript,success,1.2.0,c5b0b9379ebbc317f33fee29e770a32ce58fbb6b,7,7,0,100,82,81,0,98.78,26,1.1.2,e08289e667ab9a146b5dbabc3c0c3f31095549a3,7,7,0,100,82,81,0,98.78,26,0,1,0,0,0,26,false,,
yahoo/serialize-javascript,serialize-javascript,success,1.2.0,c5b0b9379ebbc317f33fee29e770a32ce58fbb6b,7,7,0,100,82,81,0,98.78,26,1.1.2,e08289e667ab9a146b5dbabc3c0c3f31095549a3,7,7,0,100,82,81,0,98.78,26,0,1,0,0,0,26,false,,
yahoo/serialize-javascript,serialize-javascript,success,1.2.0,c5b0b9379ebbc317f33fee29e770a32ce58fbb6b,7,7,0,100,82,81,0,98.78,26,1.1.2,e08289e667ab9a146b5dbabc3c0c3f31095549a3,7,7,0,100,82,81,0,98.78,26,0,1,0,0,0,26,false,,
yahoo/serialize-javascript,serialize-javascript,success,1.2.0,c5b0b9379ebbc317f33fee29e770a32ce58fbb6b,7,7,0,100,82,81,0,98.78,26,1.1.2,e08289e667ab9a146b5dbabc3c0c3f31095549a3,7,7,0,100,82,81,0,98.78,26,0,1,0,0,0,26,false,,
yahoo/serialize-javascript,serialize-javascript,success,1.2.0,c5b0b9379ebbc317f33fee29e770a32ce58fbb6b,7,7,0,100,82,81,0,98.78,26,1.1.2,e08289e667ab9a146b5dbabc3c0c3f31095549a3,7,7,0,100,82,81,0,98.78,26,0,1,0,0,0,26,false,,
yahoo/serialize-javascript,serialize-javascript,success,1.2.0,c5b0b9379ebbc317f33fee29e770a32ce58fbb6b,7,7,0,100,82,81,0,98.78,26,1.1.2,e08289e667ab9a146b5dbabc3c0c3f31095549a3,7,7,0,100,82,81,0,98.78,26,0,1,0,0,0,26,false,,
yahoo/serialize-javascript,serialize-javascript,success,1.2.0,c5b0b9379ebbc317f33fee29e770a32ce58fbb6b,7,7,0,100,82,81,0,98.78,26,1.1.2,e08289e667ab9a146b5dbabc3c0c3f31095549a3,7,7,0,100,82,81,0,98.78,26,0,1,0,0,0,26,false,,
yahoo/serialize-javascript,serialize-javascript,success,1.2.0,c5b0b9379ebbc317f33fee29e770a32ce58fbb6b,7,7,0,100,82,81,0,98.78,26,1.1.2,e08289e667ab9a146b5dbabc3c0c3f31095549a3,7,7,0,100,82,81,0,98.78,26,0,1,0,0,0,26,false,,
yahoo/serialize-javascript,serialize-javascript,success,1.2.0,c5b0b9379ebbc317f33fee29e770a32ce58fbb6b,7,7,0,100,82,81,0,98.78,26,1.1.2,e08289e667ab9a146b5dbabc3c0c3f31095549a3,7,7,0,100,82,81,0,98.78,26,0,1,0,0,0,26,false,,
yargs/cliui,cliui,success,4.0.0,a76e646d3522475820f6fd289d0109c44078aef0,157,157,0,100,178,177,0,99.44,24,3.2.0,75d62e9dfa77a0e0a9c3ac3b96b02baa294142ce,,,,,,,,,24,0,10,0,0,0,24,false,,
yargs/cliui,cliui,success,4.1.0,83ada4a595ad60fff4fb962a3288eccbe163bccf,159,159,0,100,180,179,0,99.44,25,4.0.0,a76e646d3522475820f6fd289d0109c44078aef0,157,157,0,100,178,177,0,99.44,24,0,12,15,1,0,9,true,,
yargs/cliui,cliui,success,5.0.0,e49b32f3358d0269663f80d4e2a81c9936af3ba9,159,159,0,100,183,182,0,99.45,26,4.1.0,83ada4a595ad60fff4fb962a3288eccbe163bccf,159,159,0,100,180,179,0,99.44,25,0,12,1,1,0,24,true,,
yargs/cliui,cliui,success,6.0.0,7761da3e8cddd1f49024252a6b0195a94565b357,145,145,0,100,147,147,0,100,26,5.0.0,e49b32f3358d0269663f80d4e2a81c9936af3ba9,159,159,0,100,183,182,0,99.45,26,0,12,26,0,0,0,true,,
yargs/cliui,cliui,success,4.0.0,a76e646d3522475820f6fd289d0109c44078aef0,157,157,0,100,178,177,0,99.44,24,3.2.0,75d62e9dfa77a0e0a9c3ac3b96b02baa294142ce,,,,,,,,,24,0,10,0,0,0,24,false,,
yargs/cliui,cliui,success,4.0.0,a76e646d3522475820f6fd289d0109c44078aef0,157,157,0,100,178,177,0,99.44,24,3.2.0,75d62e9dfa77a0e0a9c3ac3b96b02baa294142ce,,,,,,,,,24,0,10,0,0,0,24,false,,
yargs/cliui,cliui,success,4.0.0,a76e646d3522475820f6fd289d0109c44078aef0,157,157,0,100,178,177,0,99.44,24,3.2.0,75d62e9dfa77a0e0a9c3ac3b96b02baa294142ce,,,,,,,,,24,0,10,0,0,0,24,false,,
yargs/cliui,cliui,success,4.0.0,a76e646d3522475820f6fd289d0109c44078aef0,157,157,0,100,178,177,0,99.44,24,3.2.0,75d62e9dfa77a0e0a9c3ac3b96b02baa294142ce,,,,,,,,,24,0,10,0,0,0,24,false,,
yargs/cliui,cliui,success,4.0.0,a76e646d3522475820f6fd289d0109c44078aef0,157,157,0,100,178,177,0,99.44,24,3.2.0,75d62e9dfa77a0e0a9c3ac3b96b02baa294142ce,,,,,,,,,24,0,10,0,0,0,24,false,,
