L__nameWithOwner,L__npm_pkg,L__commit_version,S__nameWithOwner,S__npm_pkg,S__commit_id,L__version
blakeembrey/array-flatten,array-flatten,^2.1.1,75lb/fsm-base,fsm-base,6ed068352307b88732a8f010bfc34c1a0b1c0357,3.0.0
